Pick and Ban Order - LCS 2024 Spring,Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1-2,BP2-3,RP3,RB4,BB4,RB5,BB5,RP4,BP4-5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,SB,VOD


Week 2,Dignitas,100 Thieves,0 - 1,2,14.2,Seraphine,Rumble,Karma,Udyr,Nocturne,Kalista,Ashe,"K'Sante, Varus","Jhin, Poppy",Senna,Corki,Twisted Fate,Gwen,Orianna,Azir,"Akali, Vi",Trundle,Support,Bot,Top,Mid,Jungle,Top,Bot,Support,Mid,Jungle,SB,https://youtu.be/M1k1IFkDhQU?t=2270
Week 2,Immortals,Shopify Rebellion,1 - 0,1,14.2,Lucian,Kalista,Vi,Azir,Karma,Orianna,Udyr,"Varus, Rell","Maokai, Jayce",Gnar,Aphelios,Brand,Xayah,Corki,Nocturne,"Lillia, Jhin",Akali,Top,Support,Mid,Jungle,Bot,Bot,Support,Top,Jungle,Mid,SB,https://youtu.be/XnD-F2RAj5c?t=33
Week 2,FlyQuest,Team Liquid,1 - 0,1,14.2,Neeko,Varus,Nautilus,Vi,Nocturne,Ashe,Karma,"Lucian, Nami","Ezreal, Orianna",K'Sante,Olaf,Maokai,Poppy,Xin Zhao,Rell,"Mordekaiser, Trundle",Tristana,Support,Bot,Mid,Top,Jungle,Bot,Support,Top,Jungle,Mid,SB,https://youtu.be/6y4TmWVe9f4?t=26
Week 2,100 Thieves,NRG,0 - 1,2,14.2,Rumble,Seraphine,Kalista,Karma,Udyr,Corki,Varus,"Vi, Ashe","K'Sante, Rakan",Jhin,Nocturne,Gwen,Jarvan IV,Twisted Fate,Jayce,"Akali, Sejuani",Azir,Bot,Top,Support,Mid,Jungle,Jungle,Support,Bot,Top,Mid,SB,https://youtu.be/PL9LEvCGtk8?t=38
Week 2,Cloud9,Dignitas,1 - 0,1,14.2,K'Sante,Ashe,Vi,Udyr,Karma,Twisted Fate,Kalista,"Azir, Aphelios","Rumble, Renata Glasc",Milio,Jarvan IV,Aatrox,Akali,Poppy,Maokai,"Orianna, Nocturne",Ornn,Bot,Top,Support,Mid,Jungle,Mid,Bot,Support,Jungle,Top,SB,https://youtu.be/nCljoyVPEY0?t=2241
Week 1,NRG,Dignitas,1 - 0,1,14.1,Udyr,Seraphine,Vi,Ashe,Rakan,Kalista,Corki,"Lucian, Rumble","Senna, Tahm Kench",Milio,None,Tristana,Nocturne,Yone,Azir,"Jayce, Rell",Xin Zhao,Mid,Bot,Support,Top,Jungle,Bot,Top,Support,Mid,Jungle,SB,https://youtu.be/bFfeMZlpHh4?t=50
Week 1,Immortals,FlyQuest,0 - 1,2,14.1,Udyr,Rumble,Lucian,Nocturne,Seraphine,Kalista,Varus,"Ashe, Vi","Corki, Rell",Jhin,K'Sante,Orianna,Jax,Jayce,Azir,"Aatrox, Blitzcrank",Olaf,Bot,Mid,Jungle,Top,Support,Support,Jungle,Bot,Mid,Top,SB,https://youtu.be/i28if8BZkY4?t=51
Week 1,100 Thieves,Cloud9,0 - 1,2,14.1,Lucian,Seraphine,Kalista,Ashe,Rumble,Poppy,Senna,"Varus, Karma","Nautilus, Nocturne",Udyr,Riven,LeBlanc,Aatrox,Sylas,Akali,"Neeko, Gwen",Xin Zhao,Bot,Support,Jungle,Mid,Top,Bot,Support,Top,Mid,Jungle,SB,https://youtu.be/hAfETxq_E_M?t=80
Week 1,Team Liquid,Shopify Rebellion,1 - 0,1,14.1,Senna,Kalista,Seraphine,Ashe,Akali,Neeko,Azir,"Lucian, Rumble","Udyr, Poppy",Nami,Aphelios,Vi,Rakan,Yone,Corki,"Zeri, Lulu",Trundle,Mid,Top,Jungle,Bot,Support,Bot,Top,Support,Mid,Jungle,SB,https://youtu.be/Eu3qJeNBllI?t=1885
Week 1,Dignitas,Immortals,1 - 0,1,14.1,Kalista,Lucian,Seraphine,Udyr,Ashe,Rumble,Varus,"Jhin, Azir","Corki, Vi",Rell,Renata Glasc,Poppy,Jayce,Nocturne,Jax,"Rakan, Gragas",Maokai,Bot,Mid,Jungle,Support,Top,Bot,Mid,Support,Top,Jungle,SB,https://youtu.be/gluPg3PQIQA?t=41
Week 1,FlyQuest,Shopify Rebellion,1 - 0,1,14.1,Vi,Kalista,Rumble,Ashe,Nocturne,Azir,Senna,"Lucian, Nami","Seraphine, Orianna",Xin Zhao,Trundle,Akali,Hecarim,K'Sante,Zac,"Udyr, Poppy",Aatrox,Bot,Support,Mid,Top,Jungle,Bot,Support,Jungle,Mid,Top,SB,https://youtu.be/Ca97gk1nyO4?t=32
Week 1,Cloud9,NRG,1 - 0,1,14.1,Senna,Rumble,Corki,Ashe,Aphelios,Kalista,Azir,"Lucian, Milio","Varus, Nautilus",Taliyah,Nocturne,Vi,Xin Zhao,Rell,Jarvan IV,"Udyr, Viego",K'Sante,Mid,Bot,Support,Top,Jungle,Bot,Support,Mid,Jungle,Top,SB,https://youtu.be/rdpA0YyWhi0?t=64
Week 1,Team Liquid,100 Thieves,0 - 1,2,14.1,Akali,Rumble,Senna,Kalista,Varus,Lucian,Ashe,"Seraphine, Yone","Jhin, Udyr",Karma,Neeko,Jarvan IV,Poppy,Nocturne,Vi,"Ziggs, Xin Zhao",Riven,Support,Bot,Top,Mid,Jungle,Bot,Mid,Support,Jungle,Top,SB,https://youtu.be/3Gn7pB6tFAs?t=2257
